lat,lon
-38.17,275.96
-38.17,277.21
-38.17,278.47
-38.17,279.72
-38.17,280.98
-38.17,282.23
-38.17,283.48
-38.17,284.74
-38.17,285.99
-38.17,287.25
-38.17,288.5
-38.17,289.76
-38.17,291.01
-38.17,292.26
-38.17,293.52
-38.17,294.77
-38.17,296.03
-38.17,297.28
-38.17,298.54
-38.17,299.79
-38.17,301.05
-38.17,302.3
-38.17,303.55
-38.17,304.81
-38.17,306.06
-38.17,307.32
-38.17,308.57
-38.17,309.83
-38.17,311.08
-38.17,312.33
-38.17,313.59
-38.17,314.84
-38.17,316.1
-38.17,317.35
-38.17,318.61
-38.17,319.86
-38.17,321.11
-38.17,322.37
-38.17,323.62
-38.17,324.88
-38.17,326.13
-38.17,327.39
-38.17,328.64
-38.17,329.9
-38.17,331.15
-38.17,332.4
-38.17,333.66
-38.17,334.91
-38.17,336.17
-38.17,337.42
-38.17,338.68
-38.17,339.93
-38.17,341.18
-38.17,342.44
-38.17,343.69
-38.17,344.95
-38.17,346.2
-38.17,347.46
-38.17,348.71
-38.17,349.97
-38.17,351.22
-38.17,352.47
-38.17,353.73
-38.17,354.98
-38.17,356.24
-38.17,357.49
-38.17,358.75
-38.17,360.0
-37.23,0.0
-37.23,1.25
-37.23,2.51
-37.23,3.76
-37.23,5.02
-37.23,6.27
-37.23,7.53
-37.23,8.78
-37.23,10.03
-37.23,11.29
-37.23,12.54
-37.23,13.8
-37.23,15.05
-37.23,16.31
-37.23,17.56
-37.23,18.82
-37.23,20.07
-37.23,21.32
-37.23,22.58
-37.23,23.83
-37.23,25.09
-37.23,26.34
-37.23,27.6
-37.23,28.85
-37.23,30.1
-37.23,31.36
-37.23,32.61
-37.23,33.87
-37.23,35.12
-37.23,36.38
-37.23,37.63
-37.23,38.89
-37.23,40.14
-37.23,41.39
-37.23,42.65
-37.23,43.9
-37.23,45.16
-37.23,46.41
-37.23,47.67
-37.23,48.92
-37.23,50.17
-37.23,51.43
-37.23,52.68
-37.23,53.94
-37.23,55.19
-37.23,56.45
-37.23,57.7
-37.23,58.95
-37.23,60.21
-37.23,61.46
-37.23,62.72
-37.23,63.97
-37.23,65.23
-37.23,66.48
-37.23,67.74
-37.23,68.99
-37.23,70.24
-37.23,71.5
-37.23,72.75
-37.23,74.01
-37.23,75.26
-37.23,76.52
-37.23,77.77
-37.23,79.02
-37.23,80.28
-37.23,81.53
-37.23,82.79
-37.23,84.04
-37.23,85.3
-37.23,86.55
-37.23,87.8
-37.23,89.06
-37.23,90.31
-37.23,91.57
-37.23,92.82
-37.23,94.08
-37.23,95.33
-37.23,96.59
-37.23,97.84
-37.23,99.09
-37.23,100.35
-37.23,101.6
-37.23,102.86
-37.23,104.11
-37.23,105.37
-37.23,106.62
-37.23,107.87
-37.23,109.13
-37.23,110.38
-37.23,111.64
-37.23,112.89
-37.23,114.15
-37.23,115.4
-37.23,116.66
-37.23,117.91
-37.23,119.16
-37.23,120.42
-37.23,121.67
-37.23,122.93
-37.23,124.18
-37.23,125.44
-37.23,126.69
-37.23,127.94
-37.23,129.2
-37.23,130.45
-37.23,131.71
-37.23,132.96
-37.23,134.22
-37.23,135.47
-37.23,136.72
-37.23,137.98
-37.23,139.23
-37.23,140.49
-37.23,141.74
-37.23,143.0
-37.23,144.25
-37.23,145.51
-37.23,146.76
-37.23,148.01
-37.23,149.27
-37.23,150.52
-37.23,151.78
-37.23,153.03
-37.23,154.29
-37.23,155.54
-37.23,156.79
-37.23,158.05
-37.23,159.3
-37.23,160.56
-37.23,161.81
-37.23,163.07
-37.23,164.32
-37.23,165.57
-37.23,166.83
-37.23,168.08
-37.23,169.34
-37.23,170.59
-37.23,171.85
-37.23,173.1
-37.23,174.36
-37.23,175.61
-37.23,176.86
-37.23,178.12
-37.23,179.37
-37.23,180.63
-37.23,181.88
-37.23,183.14
-37.23,184.39
-37.23,185.64
-37.23,186.9
-37.23,188.15
-37.23,189.41
-37.23,190.66
-37.23,191.92
-37.23,193.17
-37.23,194.43
-37.23,195.68
-37.23,196.93
-37.23,198.19
-37.23,199.44
-37.23,200.7
-37.23,201.95
-37.23,203.21
-37.23,204.46
-37.23,205.71
-37.23,206.97
-37.23,208.22
-37.23,209.48
-37.23,210.73
-37.23,211.99
-37.23,213.24
-37.23,214.49
-37.23,215.75
-37.23,217.0
-37.23,218.26
-37.23,219.51
-37.23,220.77
-37.23,222.02
-37.23,223.28
-37.23,224.53
-37.23,225.78
-37.23,227.04
-37.23,228.29
-37.23,229.55
-37.23,230.8
-37.23,232.06
-37.23,233.31
-37.23,234.56
-37.23,235.82
-37.23,237.07
-37.23,238.33
-37.23,239.58
-37.23,240.84
-37.23,242.09
-37.23,243.34
-37.23,244.6
-37.23,245.85
-37.23,247.11
-37.23,248.36
-37.23,249.62
-37.23,250.87
-37.23,252.13
-37.23,253.38
-37.23,254.63
-37.23,255.89
-37.23,257.14
-37.23,258.4
-37.23,259.65
-37.23,260.91
-37.23,262.16
-37.23,263.41
-37.23,264.67
-37.23,265.92
-37.23,267.18
-37.23,268.43
-37.23,269.69
-37.23,270.94
-37.23,272.2
-37.23,273.45
-37.23,274.7
-37.23,275.96
-37.23,277.21
-37.23,278.47
-37.23,279.72
-37.23,280.98
-37.23,282.23
-37.23,283.48
-37.23,284.74
-37.23,285.99
-37.23,287.25
-37.23,288.5
-37.23,289.76
-37.23,291.01
-37.23,292.26
-37.23,293.52
-37.23,294.77
-37.23,296.03
-37.23,297.28
-37.23,298.54
-37.23,299.79
-37.23,301.05
-37.23,302.3
-37.23,303.55
-37.23,304.81
-37.23,306.06
-37.23,307.32
-37.23,308.57
-37.23,309.83
-37.23,311.08
-37.23,312.33
-37.23,313.59
-37.23,314.84
-37.23,316.1
-37.23,317.35
-37.23,318.61
-37.23,319.86
-37.23,321.11
-37.23,322.37
-37.23,323.62
-37.23,324.88
-37.23,326.13
-37.23,327.39
-37.23,328.64
-37.23,329.9
-37.23,331.15
-37.23,332.4
-37.23,333.66
-37.23,334.91
-37.23,336.17
-37.23,337.42
-37.23,338.68
-37.23,339.93
-37.23,341.18
-37.23,342.44
-37.23,343.69
-37.23,344.95
-37.23,346.2
-37.23,347.46
-37.23,348.71
-37.23,349.97
-37.23,351.22
-37.23,352.47
-37.23,353.73
-37.23,354.98
-37.23,356.24
-37.23,357.49
-37.23,358.75
-37.23,360.0
-36.28,0.0
-36.28,1.25
-36.28,2.51
-36.28,3.76
-36.28,5.02
-36.28,6.27
-36.28,7.53
-36.28,8.78
-36.28,10.03
-36.28,11.29
-36.28,12.54
-36.28,13.8
-36.28,15.05
-36.28,16.31
-36.28,17.56
-36.28,18.82
-36.28,20.07
-36.28,21.32
-36.28,22.58
-36.28,23.83
-36.28,25.09
-36.28,26.34
-36.28,27.6
-36.28,28.85
-36.28,30.1
-36.28,31.36
-36.28,32.61
-36.28,33.87
-36.28,35.12
-36.28,36.38
-36.28,37.63
-36.28,38.89
-36.28,40.14
-36.28,41.39
-36.28,42.65
-36.28,43.9
-36.28,45.16
-36.28,46.41
-36.28,47.67
-36.28,48.92
-36.28,50.17
-36.28,51.43
-36.28,52.68
-36.28,53.94
-36.28,55.19
-36.28,56.45
-36.28,57.7
-36.28,58.95
-36.28,60.21
-36.28,61.46
-36.28,62.72
-36.28,63.97
-36.28,65.23
-36.28,66.48
-36.28,67.74
-36.28,68.99
-36.28,70.24
-36.28,71.5
-36.28,72.75
-36.28,74.01
-36.28,75.26
-36.28,76.52
-36.28,77.77
-36.28,79.02
-36.28,80.28
-36.28,81.53
-36.28,82.79
-36.28,84.04
-36.28,85.3
-36.28,86.55
-36.28,87.8
-36.28,89.06
-36.28,90.31
-36.28,91.57
-36.28,92.82
-36.28,94.08
-36.28,95.33
-36.28,96.59
-36.28,97.84
-36.28,99.09
-36.28,100.35
-36.28,101.6
-36.28,102.86
-36.28,104.11
-36.28,105.37
-36.28,106.62
-36.28,107.87
-36.28,109.13
-36.28,110.38
-36.28,111.64
-36.28,112.89
-36.28,114.15
-36.28,115.4
-36.28,116.66
-36.28,117.91
-36.28,119.16
-36.28,120.42
-36.28,121.67
-36.28,122.93
-36.28,124.18
-36.28,125.44
-36.28,126.69
-36.28,127.94
-36.28,129.2
-36.28,130.45
-36.28,131.71
-36.28,132.96
-36.28,134.22
-36.28,135.47
-36.28,136.72
-36.28,137.98
-36.28,139.23
-36.28,140.49
-36.28,141.74
-36.28,143.0
-36.28,144.25
-36.28,145.51
-36.28,146.76
-36.28,148.01
-36.28,149.27
-36.28,150.52
-36.28,151.78
-36.28,153.03
-36.28,154.29
-36.28,155.54
-36.28,156.79
-36.28,158.05
-36.28,159.3
-36.28,160.56
-36.28,161.81
-36.28,163.07
-36.28,164.32
-36.28,165.57
-36.28,166.83
-36.28,168.08
-36.28,169.34
-36.28,170.59
-36.28,171.85
-36.28,173.1
-36.28,174.36
-36.28,175.61
-36.28,176.86
-36.28,178.12
-36.28,179.37
-36.28,180.63
-36.28,181.88
-36.28,183.14
-36.28,184.39
-36.28,185.64
-36.28,186.9
-36.28,188.15
-36.28,189.41
-36.28,190.66
-36.28,191.92
-36.28,193.17
-36.28,194.43
-36.28,195.68
-36.28,196.93
-36.28,198.19
-36.28,199.44
-36.28,200.7
-36.28,201.95
-36.28,203.21
-36.28,204.46
-36.28,205.71
-36.28,206.97
-36.28,208.22
-36.28,209.48
-36.28,210.73
-36.28,211.99
-36.28,213.24
-36.28,214.49
-36.28,215.75
-36.28,217.0
-36.28,218.26
-36.28,219.51
-36.28,220.77
-36.28,222.02
-36.28,223.28
-36.28,224.53
-36.28,225.78
-36.28,227.04
-36.28,228.29
-36.28,229.55
-36.28,230.8
-36.28,232.06
-36.28,233.31
-36.28,234.56
-36.28,235.82
-36.28,237.07
-36.28,238.33
-36.28,239.58
-36.28,240.84
-36.28,242.09
-36.28,243.34
-36.28,244.6
-36.28,245.85
-36.28,247.11
-36.28,248.36
-36.28,249.62
-36.28,250.87
-36.28,252.13
-36.28,253.38
-36.28,254.63
-36.28,255.89
-36.28,257.14
-36.28,258.4
-36.28,259.65
-36.28,260.91
-36.28,262.16
-36.28,263.41
-36.28,264.67
-36.28,265.92
-36.28,267.18
-36.28,268.43
-36.28,269.69
-36.28,270.94
-36.28,272.2
-36.28,273.45
-36.28,274.7
-36.28,275.96
-36.28,277.21
-36.28,278.47
-36.28,279.72
-36.28,280.98
-36.28,282.23
-36.28,283.48
-36.28,284.74
-36.28,285.99
-36.28,287.25
-36.28,288.5
-36.28,289.76
-36.28,291.01
-36.28,292.26
-36.28,293.52
-36.28,294.77
-36.28,296.03
-36.28,297.28
-36.28,298.54
-36.28,299.79
-36.28,301.05
-36.28,302.3
-36.28,303.55
-36.28,304.81
-36.28,306.06
-36.28,307.32
-36.28,308.57
-36.28,309.83
-36.28,311.08
-36.28,312.33
-36.28,313.59
-36.28,314.84
-36.28,316.1
-36.28,317.35
-36.28,318.61
-36.28,319.86
-36.28,321.11
-36.28,322.37
-36.28,323.62
-36.28,324.88
-36.28,326.13
-36.28,327.39
-36.28,328.64
-36.28,329.9
-36.28,331.15
-36.28,332.4
-36.28,333.66
-36.28,334.91
-36.28,336.17
-36.28,337.42
-36.28,338.68
-36.28,339.93
-36.28,341.18
-36.28,342.44
-36.28,343.69
-36.28,344.95
-36.28,346.2
-36.28,347.46
-36.28,348.71
-36.28,349.97
-36.28,351.22
-36.28,352.47
-36.28,353.73
-36.28,354.98
-36.28,356.24
-36.28,357.49
-36.28,358.75
-36.28,360.0
-35.34,0.0
-35.34,1.25
-35.34,2.51
-35.34,3.76
-35.34,5.02
-35.34,6.27
-35.34,7.53
-35.34,8.78
-35.34,10.03
-35.34,11.29
-35.34,12.54
-35.34,13.8
-35.34,15.05
-35.34,16.31
-35.34,17.56
-35.34,18.82
-35.34,20.07
-35.34,21.32
-35.34,22.58
-35.34,23.83
-35.34,25.09
-35.34,26.34
-35.34,27.6
-35.34,28.85
-35.34,30.1
-35.34,31.36
-35.34,32.61
-35.34,33.87
-35.34,35.12
-35.34,36.38
-35.34,37.63
-35.34,38.89
-35.34,40.14
-35.34,41.39
-35.34,42.65
-35.34,43.9
-35.34,45.16
-35.34,46.41
-35.34,47.67
-35.34,48.92
-35.34,50.17
-35.34,51.43
-35.34,52.68
-35.34,53.94
-35.34,55.19
-35.34,56.45
-35.34,57.7
-35.34,58.95
-35.34,60.21
-35.34,61.46
-35.34,62.72
-35.34,63.97
-35.34,65.23
-35.34,66.48
-35.34,67.74
-35.34,68.99
-35.34,70.24
-35.34,71.5
-35.34,72.75
-35.34,74.01
-35.34,75.26
-35.34,76.52
-35.34,77.77
-35.34,79.02
-35.34,80.28
-35.34,81.53
-35.34,82.79
-35.34,84.04
-35.34,85.3
-35.34,86.55
-35.34,87.8
-35.34,89.06
-35.34,90.31
-35.34,91.57
-35.34,92.82
-35.34,94.08
-35.34,95.33
-35.34,96.59
-35.34,97.84
-35.34,99.09
-35.34,100.35
-35.34,101.6
-35.34,102.86
-35.34,104.11
-35.34,105.37
-35.34,106.62
-35.34,107.87
-35.34,109.13
-35.34,110.38
-35.34,111.64
-35.34,112.89
-35.34,114.15
-35.34,115.4
-35.34,116.66
-35.34,117.91
-35.34,119.16
-35.34,120.42
-35.34,121.67
-35.34,122.93
-35.34,124.18
-35.34,125.44
-35.34,126.69
-35.34,127.94
-35.34,129.2
-35.34,130.45
-35.34,131.71
-35.34,132.96
-35.34,134.22
-35.34,135.47
-35.34,136.72
-35.34,137.98
-35.34,139.23
-35.34,140.49
-35.34,141.74
-35.34,143.0
-35.34,144.25
-35.34,145.51
-35.34,146.76
-35.34,148.01
-35.34,149.27
-35.34,150.52
-35.34,151.78
-35.34,153.03
-35.34,154.29
-35.34,155.54
-35.34,156.79
-35.34,158.05
-35.34,159.3
-35.34,160.56
-35.34,161.81
-35.34,163.07
-35.34,164.32
-35.34,165.57
-35.34,166.83
-35.34,168.08
-35.34,169.34
-35.34,170.59
-35.34,171.85
-35.34,173.1
-35.34,174.36
-35.34,175.61
-35.34,176.86
-35.34,178.12
-35.34,179.37
-35.34,180.63
-35.34,181.88
-35.34,183.14
-35.34,184.39
-35.34,185.64
-35.34,186.9
-35.34,188.15
-35.34,189.41
-35.34,190.66
-35.34,191.92
-35.34,193.17
-35.34,194.43
-35.34,195.68
-35.34,196.93
-35.34,198.19
-35.34,199.44
-35.34,200.7
-35.34,201.95
-35.34,203.21
-35.34,204.46
-35.34,205.71
-35.34,206.97
-35.34,208.22
-35.34,209.48
-35.34,210.73
-35.34,211.99
-35.34,213.24
-35.34,214.49
-35.34,215.75
-35.34,217.0
-35.34,218.26
-35.34,219.51
-35.34,220.77
-35.34,222.02
-35.34,223.28
-35.34,224.53
-35.34,225.78
-35.34,227.04
-35.34,228.29
-35.34,229.55
-35.34,230.8
-35.34,232.06
-35.34,233.31
-35.34,234.56
-35.34,235.82
-35.34,237.07
-35.34,238.33
-35.34,239.58
-35.34,240.84
-35.34,242.09
-35.34,243.34
-35.34,244.6
-35.34,245.85
-35.34,247.11
-35.34,248.36
-35.34,249.62
-35.34,250.87
-35.34,252.13
-35.34,253.38
-35.34,254.63
-35.34,255.89
-35.34,257.14
-35.34,258.4
-35.34,259.65
-35.34,260.91
-35.34,262.16
-35.34,263.41
-35.34,264.67
-35.34,265.92
-35.34,267.18
-35.34,268.43
-35.34,269.69
-35.34,270.94
-35.34,272.2
-35.34,273.45
-35.34,274.7
-35.34,275.96
-35.34,277.21
-35.34,278.47
-35.34,279.72
-35.34,280.98
-35.34,282.23
-35.34,283.48
-35.34,284.74
-35.34,285.99
-35.34,287.25
-35.34,288.5
-35.34,289.76
-35.34,291.01
-35.34,292.26
-35.34,293.52
-35.34,294.77
-35.34,296.03
-35.34,297.28
-35.34,298.54
-35.34,299.79
-35.34,301.05
-35.34,302.3
-35.34,303.55
-35.34,304.81
-35.34,306.06
-35.34,307.32
-35.34,308.57
-35.34,309.83
-35.34,311.08
-35.34,312.33
-35.34,313.59
-35.34,314.84
-35.34,316.1
-35.34,317.35
-35.34,318.61
-35.34,319.86
-35.34,321.11
-35.34,322.37
-35.34,323.62
-35.34,324.88
-35.34,326.13
-35.34,327.39
-35.34,328.64
-35.34,329.9
-35.34,331.15
-35.34,332.4
-35.34,333.66
-35.34,334.91
-35.34,336.17
-35.34,337.42
-35.34,338.68
-35.34,339.93
-35.34,341.18
-35.34,342.44
-35.34,343.69
-35.34,344.95
-35.34,346.2
-35.34,347.46
-35.34,348.71
-35.34,349.97
-35.34,351.22
-35.34,352.47
-35.34,353.73
-35.34,354.98
-35.34,356.24
-35.34,357.49
-35.34,358.75
-35.34,360.0
-34.4,0.0
-34.4,1.25
-34.4,2.51
-34.4,3.76
-34.4,5.02
-34.4,6.27
-34.4,7.53
-34.4,8.78
-34.4,10.03
-34.4,11.29
-34.4,12.54
-34.4,13.8
-34.4,15.05
-34.4,16.31
-34.4,17.56
-34.4,18.82
-34.4,20.07
-34.4,21.32
-34.4,22.58
-34.4,23.83
-34.4,25.09
-34.4,26.34
-34.4,27.6
-34.4,28.85
-34.4,30.1
-34.4,31.36
-34.4,32.61
-34.4,33.87
-34.4,35.12
-34.4,36.38
-34.4,37.63
-34.4,38.89
-34.4,40.14
-34.4,41.39
-34.4,42.65
-34.4,43.9
-34.4,45.16
-34.4,46.41
-34.4,47.67
-34.4,48.92
-34.4,50.17
-34.4,51.43
-34.4,52.68
-34.4,53.94
-34.4,55.19
-34.4,56.45
-34.4,57.7
-34.4,58.95
-34.4,60.21
-34.4,61.46
-34.4,62.72
-34.4,63.97
-34.4,65.23
-34.4,66.48
-34.4,67.74
-34.4,68.99
-34.4,70.24
-34.4,71.5
-34.4,72.75
-34.4,74.01
-34.4,75.26
-34.4,76.52
-34.4,77.77
-34.4,79.02
-34.4,80.28
-34.4,81.53
-34.4,82.79
-34.4,84.04
-34.4,85.3
-34.4,86.55
-34.4,87.8
-34.4,89.06
-34.4,90.31
-34.4,91.57
-34.4,92.82
-34.4,94.08
-34.4,95.33
-34.4,96.59
-34.4,97.84
-34.4,99.09
-34.4,100.35
-34.4,101.6
-34.4,102.86
-34.4,104.11
-34.4,105.37
-34.4,106.62
-34.4,107.87
-34.4,109.13
-34.4,110.38
-34.4,111.64
-34.4,112.89
-34.4,114.15
-34.4,115.4
-34.4,116.66
-34.4,117.91
-34.4,119.16
-34.4,120.42
-34.4,121.67
-34.4,122.93
-34.4,124.18
-34.4,125.44
-34.4,126.69
-34.4,127.94
-34.4,129.2
-34.4,130.45
-34.4,131.71
-34.4,132.96
-34.4,134.22
-34.4,135.47
-34.4,136.72
-34.4,137.98
-34.4,139.23
-34.4,140.49
-34.4,141.74
-34.4,143.0
-34.4,144.25
-34.4,145.51
-34.4,146.76
-34.4,148.01
-34.4,149.27
-34.4,150.52
-34.4,151.78
-34.4,153.03
-34.4,154.29
-34.4,155.54
-34.4,156.79
-34.4,158.05
-34.4,159.3
-34.4,160.56
-34.4,161.81
-34.4,163.07
-34.4,164.32
-34.4,165.57
-34.4,166.83
-34.4,168.08
-34.4,169.34
-34.4,170.59
-34.4,171.85
-34.4,173.1
-34.4,174.36
-34.4,175.61
-34.4,176.86
-34.4,178.12
-34.4,179.37
-34.4,180.63
-34.4,181.88
-34.4,183.14
-34.4,184.39
-34.4,185.64
-34.4,186.9
-34.4,188.15
-34.4,189.41
-34.4,190.66
-34.4,191.92
-34.4,193.17
-34.4,194.43
-34.4,195.68
-34.4,196.93
-34.4,198.19
-34.4,199.44
-34.4,200.7
-34.4,201.95
-34.4,203.21
-34.4,204.46
-34.4,205.71
-34.4,206.97
-34.4,208.22
-34.4,209.48
-34.4,210.73
-34.4,211.99
-34.4,213.24
-34.4,214.49
-34.4,215.75
-34.4,217.0
-34.4,218.26
-34.4,219.51
-34.4,220.77
-34.4,222.02
-34.4,223.28
-34.4,224.53
-34.4,225.78
-34.4,227.04
-34.4,228.29
-34.4,229.55
-34.4,230.8
-34.4,232.06
-34.4,233.31
-34.4,234.56
-34.4,235.82
-34.4,237.07
-34.4,238.33
-34.4,239.58
-34.4,240.84
-34.4,242.09
-34.4,243.34
-34.4,244.6
-34.4,245.85
-34.4,247.11
-34.4,248.36
-34.4,249.62
-34.4,250.87
-34.4,252.13
-34.4,253.38
-34.4,254.63
-34.4,255.89
-34.4,257.14
-34.4,258.4
-34.4,259.65
-34.4,260.91
-34.4,262.16
-34.4,263.41
-34.4,264.67
-34.4,265.92
-34.4,267.18
-34.4,268.43
-34.4,269.69
-34.4,270.94
-34.4,272.2
-34.4,273.45
-34.4,274.7
-34.4,275.96
-34.4,277.21
-34.4,278.47
-34.4,279.72
-34.4,280.98
-34.4,282.23
-34.4,283.48
-34.4,284.74
-34.4,285.99
-34.4,287.25
-34.4,288.5
-34.4,289.76
-34.4,291.01
-34.4,292.26
-34.4,293.52
-34.4,294.77
-34.4,296.03
-34.4,297.28
-34.4,298.54
-34.4,299.79
-34.4,301.05
-34.4,302.3
-34.4,303.55
-34.4,304.81
-34.4,306.06
-34.4,307.32
-34.4,308.57
-34.4,309.83
-34.4,311.08
-34.4,312.33
-34.4,313.59
-34.4,314.84
-34.4,316.1
-34.4,317.35
-34.4,318.61
-34.4,319.86
-34.4,321.11
-34.4,322.37
-34.4,323.62
-34.4,324.88
-34.4,326.13
-34.4,327.39
-34.4,328.64
-34.4,329.9
-34.4,331.15
-34.4,332.4
-34.4,333.66
-34.4,334.91
-34.4,336.17
-34.4,337.42
-34.4,338.68
-34.4,339.93
-34.4,341.18
-34.4,342.44
-34.4,343.69
-34.4,344.95
-34.4,346.2
-34.4,347.46
-34.4,348.71
-34.4,349.97
-34.4,351.22
-34.4,352.47
-34.4,353.73
-34.4,354.98
-34.4,356.24
-34.4,357.49
-34.4,358.75
-34.4,360.0
-33.46,0.0
-33.46,1.25
-33.46,2.51
-33.46,3.76
-33.46,5.02
-33.46,6.27
-33.46,7.53
-33.46,8.78
-33.46,10.03
-33.46,11.29
-33.46,12.54
-33.46,13.8
-33.46,15.05
-33.46,16.31
-33.46,17.56
-33.46,18.82
-33.46,20.07
-33.46,21.32
-33.46,22.58
-33.46,23.83
-33.46,25.09
-33.46,26.34
-33.46,27.6
-33.46,28.85
-33.46,30.1
-33.46,31.36
-33.46,32.61
-33.46,33.87
-33.46,35.12
-33.46,36.38
-33.46,37.63
-33.46,38.89
-33.46,40.14
-33.46,41.39
-33.46,42.65
-33.46,43.9
-33.46,45.16
-33.46,46.41
-33.46,47.67
-33.46,48.92
-33.46,50.17
-33.46,51.43
-33.46,52.68
-33.46,53.94
-33.46,55.19
-33.46,56.45
-33.46,57.7
-33.46,58.95
-33.46,60.21
-33.46,61.46
-33.46,62.72
-33.46,63.97
-33.46,65.23
-33.46,66.48
-33.46,67.74
-33.46,68.99
-33.46,70.24
-33.46,71.5
-33.46,72.75
-33.46,74.01
-33.46,75.26
-33.46,76.52
-33.46,77.77
-33.46,79.02
-33.46,80.28
-33.46,81.53
-33.46,82.79
-33.46,84.04
-33.46,85.3
-33.46,86.55
-33.46,87.8
-33.46,89.06
-33.46,90.31
-33.46,91.57
-33.46,92.82
-33.46,94.08
-33.46,95.33
-33.46,96.59
-33.46,97.84
-33.46,99.09
-33.46,100.35
-33.46,101.6
-33.46,102.86
-33.46,104.11
-33.46,105.37
-33.46,106.62
-33.46,107.87
-33.46,109.13
-33.46,110.38
-33.46,111.64
-33.46,112.89
-33.46,114.15
-33.46,115.4
-33.46,116.66
-33.46,117.91
-33.46,119.16
-33.46,120.42
-33.46,121.67
-33.46,122.93
-33.46,124.18
-33.46,125.44
-33.46,126.69
-33.46,127.94
-33.46,129.2
-33.46,130.45
-33.46,131.71
-33.46,132.96
-33.46,134.22
-33.46,135.47
-33.46,136.72
-33.46,137.98
-33.46,139.23
-33.46,140.49
-33.46,141.74
-33.46,143.0
-33.46,144.25
-33.46,145.51
-33.46,146.76
-33.46,148.01
-33.46,149.27
-33.46,150.52
-33.46,151.78
-33.46,153.03
-33.46,154.29
-33.46,155.54
-33.46,156.79
-33.46,158.05
-33.46,159.3
-33.46,160.56
-33.46,161.81
-33.46,163.07
-33.46,164.32
-33.46,165.57
-33.46,166.83
-33.46,168.08
-33.46,169.34
-33.46,170.59
-33.46,171.85
-33.46,173.1
-33.46,174.36
-33.46,175.61
-33.46,176.86
-33.46,178.12
-33.46,179.37
-33.46,180.63
-33.46,181.88
-33.46,183.14
-33.46,184.39
-33.46,185.64
-33.46,186.9
-33.46,188.15
-33.46,189.41
-33.46,190.66
-33.46,191.92
-33.46,193.17
-33.46,194.43
-33.46,195.68
-33.46,196.93
-33.46,198.19
-33.46,199.44
-33.46,200.7
-33.46,201.95
-33.46,203.21
-33.46,204.46
-33.46,205.71
-33.46,206.97
-33.46,208.22
-33.46,209.48
-33.46,210.73
-33.46,211.99
-33.46,213.24
-33.46,214.49
-33.46,215.75
-33.46,217.0
-33.46,218.26
-33.46,219.51
-33.46,220.77
-33.46,222.02
-33.46,223.28
-33.46,224.53
-33.46,225.78
-33.46,227.04
-33.46,228.29
-33.46,229.55
-33.46,230.8
-33.46,232.06
-33.46,233.31
-33.46,234.56
-33.46,235.82
-33.46,237.07
-33.46,238.33
-33.46,239.58
-33.46,240.84
-33.46,242.09
-33.46,243.34
-33.46,244.6
-33.46,245.85
-33.46,247.11
-33.46,248.36
-33.46,249.62
-33.46,250.87
-33.46,252.13
-33.46,253.38
-33.46,254.63
-33.46,255.89
-33.46,257.14
-33.46,258.4
-33.46,259.65
-33.46,260.91
-33.46,262.16
-33.46,263.41
-33.46,264.67
-33.46,265.92
-33.46,267.18
-33.46,268.43
-33.46,269.69
-33.46,270.94
-33.46,272.2
-33.46,273.45
-33.46,274.7
-33.46,275.96
-33.46,277.21
-33.46,278.47
-33.46,279.72
-33.46,280.98
-33.46,282.23
-33.46,283.48
-33.46,284.74
-33.46,285.99
-33.46,287.25
-33.46,288.5
-33.46,289.76
-33.46,291.01
-33.46,292.26
-33.46,293.52
-33.46,294.77
-33.46,296.03
-33.46,297.28
-33.46,298.54
-33.46,299.79
-33.46,301.05
-33.46,302.3
-33.46,303.55
-33.46,304.81
-33.46,306.06
-33.46,307.32
-33.46,308.57
-33.46,309.83
-33.46,311.08
-33.46,312.33
-33.46,313.59
-33.46,314.84
-33.46,316.1
-33.46,317.35
-33.46,318.61
-33.46,319.86
-33.46,321.11
-33.46,322.37
-33.46,323.62
-33.46,324.88
-33.46,326.13
-33.46,327.39
-33.46,328.64
-33.46,329.9
-33.46,331.15
-33.46,332.4
-33.46,333.66
-33.46,334.91
-33.46,336.17
-33.46,337.42
-33.46,338.68
-33.46,339.93
-33.46,341.18
-33.46,342.44
-33.46,343.69
-33.46,344.95
-33.46,346.2
-33.46,347.46
-33.46,348.71
-33.46,349.97
-33.46,351.22
-33.46,352.47
-33.46,353.73
-33.46,354.98
-33.46,356.24
-33.46,357.49
-33.46,358.75
-33.46,360.0
-32.51,0.0
-32.51,1.25
-32.51,2.51
-32.51,3.76
-32.51,5.02
-32.51,6.27
-32.51,7.53
-32.51,8.78
-32.51,10.03
-32.51,11.29
-32.51,12.54
-32.51,13.8
-32.51,15.05
-32.51,16.31
-32.51,17.56
-32.51,18.82
-32.51,20.07
-32.51,21.32
-32.51,22.58
-32.51,23.83
-32.51,25.09
-32.51,26.34
-32.51,27.6
-32.51,28.85
-32.51,30.1
-32.51,31.36
-32.51,32.61
-32.51,33.87
-32.51,35.12
-32.51,36.38
-32.51,37.63
-32.51,38.89
-32.51,40.14
-32.51,41.39
-32.51,42.65
-32.51,43.9
-32.51,45.16
-32.51,46.41
-32.51,47.67
-32.51,48.92
-32.51,50.17
-32.51,51.43
-32.51,52.68
-32.51,53.94
-32.51,55.19
-32.51,56.45
