lat,lon
0.47,111.64
0.47,112.89
0.47,114.15
0.47,115.4
0.47,116.66
0.47,117.91
0.47,119.16
0.47,120.42
0.47,121.67
0.47,122.93
0.47,124.18
0.47,125.44
0.47,126.69
0.47,127.94
0.47,129.2
0.47,130.45
0.47,131.71
0.47,132.96
0.47,134.22
0.47,135.47
0.47,136.72
0.47,137.98
0.47,139.23
0.47,140.49
0.47,141.74
0.47,143.0
0.47,144.25
0.47,145.51
0.47,146.76
0.47,148.01
0.47,149.27
0.47,150.52
0.47,151.78
0.47,153.03
0.47,154.29
0.47,155.54
0.47,156.79
0.47,158.05
0.47,159.3
0.47,160.56
0.47,161.81
0.47,163.07
0.47,164.32
0.47,165.57
0.47,166.83
0.47,168.08
0.47,169.34
0.47,170.59
0.47,171.85
0.47,173.1
0.47,174.36
0.47,175.61
0.47,176.86
0.47,178.12
0.47,179.37
0.47,180.63
0.47,181.88
0.47,183.14
0.47,184.39
0.47,185.64
0.47,186.9
0.47,188.15
0.47,189.41
0.47,190.66
0.47,191.92
0.47,193.17
0.47,194.43
0.47,195.68
0.47,196.93
0.47,198.19
0.47,199.44
0.47,200.7
0.47,201.95
0.47,203.21
0.47,204.46
0.47,205.71
0.47,206.97
0.47,208.22
0.47,209.48
0.47,210.73
0.47,211.99
0.47,213.24
0.47,214.49
0.47,215.75
0.47,217.0
0.47,218.26
0.47,219.51
0.47,220.77
0.47,222.02
0.47,223.28
0.47,224.53
0.47,225.78
0.47,227.04
0.47,228.29
0.47,229.55
0.47,230.8
0.47,232.06
0.47,233.31
0.47,234.56
0.47,235.82
0.47,237.07
0.47,238.33
0.47,239.58
0.47,240.84
0.47,242.09
0.47,243.34
0.47,244.6
0.47,245.85
0.47,247.11
0.47,248.36
0.47,249.62
0.47,250.87
0.47,252.13
0.47,253.38
0.47,254.63
0.47,255.89
0.47,257.14
0.47,258.4
0.47,259.65
0.47,260.91
0.47,262.16
0.47,263.41
0.47,264.67
0.47,265.92
0.47,267.18
0.47,268.43
0.47,269.69
0.47,270.94
0.47,272.2
0.47,273.45
0.47,274.7
0.47,275.96
0.47,277.21
0.47,278.47
0.47,279.72
0.47,280.98
0.47,282.23
0.47,283.48
0.47,284.74
0.47,285.99
0.47,287.25
0.47,288.5
0.47,289.76
0.47,291.01
0.47,292.26
0.47,293.52
0.47,294.77
0.47,296.03
0.47,297.28
0.47,298.54
0.47,299.79
0.47,301.05
0.47,302.3
0.47,303.55
0.47,304.81
0.47,306.06
0.47,307.32
0.47,308.57
0.47,309.83
0.47,311.08
0.47,312.33
0.47,313.59
0.47,314.84
0.47,316.1
0.47,317.35
0.47,318.61
0.47,319.86
0.47,321.11
0.47,322.37
0.47,323.62
0.47,324.88
0.47,326.13
0.47,327.39
0.47,328.64
0.47,329.9
0.47,331.15
0.47,332.4
0.47,333.66
0.47,334.91
0.47,336.17
0.47,337.42
0.47,338.68
0.47,339.93
0.47,341.18
0.47,342.44
0.47,343.69
0.47,344.95
0.47,346.2
0.47,347.46
0.47,348.71
0.47,349.97
0.47,351.22
0.47,352.47
0.47,353.73
0.47,354.98
0.47,356.24
0.47,357.49
0.47,358.75
0.47,360.0
1.41,0.0
1.41,1.25
1.41,2.51
1.41,3.76
1.41,5.02
1.41,6.27
1.41,7.53
1.41,8.78
1.41,10.03
1.41,11.29
1.41,12.54
1.41,13.8
1.41,15.05
1.41,16.31
1.41,17.56
1.41,18.82
1.41,20.07
1.41,21.32
1.41,22.58
1.41,23.83
1.41,25.09
1.41,26.34
1.41,27.6
1.41,28.85
1.41,30.1
1.41,31.36
1.41,32.61
1.41,33.87
1.41,35.12
1.41,36.38
1.41,37.63
1.41,38.89
1.41,40.14
1.41,41.39
1.41,42.65
1.41,43.9
1.41,45.16
1.41,46.41
1.41,47.67
1.41,48.92
1.41,50.17
1.41,51.43
1.41,52.68
1.41,53.94
1.41,55.19
1.41,56.45
1.41,57.7
1.41,58.95
1.41,60.21
1.41,61.46
1.41,62.72
1.41,63.97
1.41,65.23
1.41,66.48
1.41,67.74
1.41,68.99
1.41,70.24
1.41,71.5
1.41,72.75
1.41,74.01
1.41,75.26
1.41,76.52
1.41,77.77
1.41,79.02
1.41,80.28
1.41,81.53
1.41,82.79
1.41,84.04
1.41,85.3
1.41,86.55
1.41,87.8
1.41,89.06
1.41,90.31
1.41,91.57
1.41,92.82
1.41,94.08
1.41,95.33
1.41,96.59
1.41,97.84
1.41,99.09
1.41,100.35
1.41,101.6
1.41,102.86
1.41,104.11
1.41,105.37
1.41,106.62
1.41,107.87
1.41,109.13
1.41,110.38
1.41,111.64
1.41,112.89
1.41,114.15
1.41,115.4
1.41,116.66
1.41,117.91
1.41,119.16
1.41,120.42
1.41,121.67
1.41,122.93
1.41,124.18
1.41,125.44
1.41,126.69
1.41,127.94
1.41,129.2
1.41,130.45
1.41,131.71
1.41,132.96
1.41,134.22
1.41,135.47
1.41,136.72
1.41,137.98
1.41,139.23
1.41,140.49
1.41,141.74
1.41,143.0
1.41,144.25
1.41,145.51
1.41,146.76
1.41,148.01
1.41,149.27
1.41,150.52
1.41,151.78
1.41,153.03
1.41,154.29
1.41,155.54
1.41,156.79
1.41,158.05
1.41,159.3
1.41,160.56
1.41,161.81
1.41,163.07
1.41,164.32
1.41,165.57
1.41,166.83
1.41,168.08
1.41,169.34
1.41,170.59
1.41,171.85
1.41,173.1
1.41,174.36
1.41,175.61
1.41,176.86
1.41,178.12
1.41,179.37
1.41,180.63
1.41,181.88
1.41,183.14
1.41,184.39
1.41,185.64
1.41,186.9
1.41,188.15
1.41,189.41
1.41,190.66
1.41,191.92
1.41,193.17
1.41,194.43
1.41,195.68
1.41,196.93
1.41,198.19
1.41,199.44
1.41,200.7
1.41,201.95
1.41,203.21
1.41,204.46
1.41,205.71
1.41,206.97
1.41,208.22
1.41,209.48
1.41,210.73
1.41,211.99
1.41,213.24
1.41,214.49
1.41,215.75
1.41,217.0
1.41,218.26
1.41,219.51
1.41,220.77
1.41,222.02
1.41,223.28
1.41,224.53
1.41,225.78
1.41,227.04
1.41,228.29
1.41,229.55
1.41,230.8
1.41,232.06
1.41,233.31
1.41,234.56
1.41,235.82
1.41,237.07
1.41,238.33
1.41,239.58
1.41,240.84
1.41,242.09
1.41,243.34
1.41,244.6
1.41,245.85
1.41,247.11
1.41,248.36
1.41,249.62
1.41,250.87
1.41,252.13
1.41,253.38
1.41,254.63
1.41,255.89
1.41,257.14
1.41,258.4
1.41,259.65
1.41,260.91
1.41,262.16
1.41,263.41
1.41,264.67
1.41,265.92
1.41,267.18
1.41,268.43
1.41,269.69
1.41,270.94
1.41,272.2
1.41,273.45
1.41,274.7
1.41,275.96
1.41,277.21
1.41,278.47
1.41,279.72
1.41,280.98
1.41,282.23
1.41,283.48
1.41,284.74
1.41,285.99
1.41,287.25
1.41,288.5
1.41,289.76
1.41,291.01
1.41,292.26
1.41,293.52
1.41,294.77
1.41,296.03
1.41,297.28
1.41,298.54
1.41,299.79
1.41,301.05
1.41,302.3
1.41,303.55
1.41,304.81
1.41,306.06
1.41,307.32
1.41,308.57
1.41,309.83
1.41,311.08
1.41,312.33
1.41,313.59
1.41,314.84
1.41,316.1
1.41,317.35
1.41,318.61
1.41,319.86
1.41,321.11
1.41,322.37
1.41,323.62
1.41,324.88
1.41,326.13
1.41,327.39
1.41,328.64
1.41,329.9
1.41,331.15
1.41,332.4
1.41,333.66
1.41,334.91
1.41,336.17
1.41,337.42
1.41,338.68
1.41,339.93
1.41,341.18
1.41,342.44
1.41,343.69
1.41,344.95
1.41,346.2
1.41,347.46
1.41,348.71
1.41,349.97
1.41,351.22
1.41,352.47
1.41,353.73
1.41,354.98
1.41,356.24
1.41,357.49
1.41,358.75
1.41,360.0
2.36,0.0
2.36,1.25
2.36,2.51
2.36,3.76
2.36,5.02
2.36,6.27
2.36,7.53
2.36,8.78
2.36,10.03
2.36,11.29
2.36,12.54
2.36,13.8
2.36,15.05
2.36,16.31
2.36,17.56
2.36,18.82
2.36,20.07
2.36,21.32
2.36,22.58
2.36,23.83
2.36,25.09
2.36,26.34
2.36,27.6
2.36,28.85
2.36,30.1
2.36,31.36
2.36,32.61
2.36,33.87
2.36,35.12
2.36,36.38
2.36,37.63
2.36,38.89
2.36,40.14
2.36,41.39
2.36,42.65
2.36,43.9
2.36,45.16
2.36,46.41
2.36,47.67
2.36,48.92
2.36,50.17
2.36,51.43
2.36,52.68
2.36,53.94
2.36,55.19
2.36,56.45
2.36,57.7
2.36,58.95
2.36,60.21
2.36,61.46
2.36,62.72
2.36,63.97
2.36,65.23
2.36,66.48
2.36,67.74
2.36,68.99
2.36,70.24
2.36,71.5
2.36,72.75
2.36,74.01
2.36,75.26
2.36,76.52
2.36,77.77
2.36,79.02
2.36,80.28
2.36,81.53
2.36,82.79
2.36,84.04
2.36,85.3
2.36,86.55
2.36,87.8
2.36,89.06
2.36,90.31
2.36,91.57
2.36,92.82
2.36,94.08
2.36,95.33
2.36,96.59
2.36,97.84
2.36,99.09
2.36,100.35
2.36,101.6
2.36,102.86
2.36,104.11
2.36,105.37
2.36,106.62
2.36,107.87
2.36,109.13
2.36,110.38
2.36,111.64
2.36,112.89
2.36,114.15
2.36,115.4
2.36,116.66
2.36,117.91
2.36,119.16
2.36,120.42
2.36,121.67
2.36,122.93
2.36,124.18
2.36,125.44
2.36,126.69
2.36,127.94
2.36,129.2
2.36,130.45
2.36,131.71
2.36,132.96
2.36,134.22
2.36,135.47
2.36,136.72
2.36,137.98
2.36,139.23
2.36,140.49
2.36,141.74
2.36,143.0
2.36,144.25
2.36,145.51
2.36,146.76
2.36,148.01
2.36,149.27
2.36,150.52
2.36,151.78
2.36,153.03
2.36,154.29
2.36,155.54
2.36,156.79
2.36,158.05
2.36,159.3
2.36,160.56
2.36,161.81
2.36,163.07
2.36,164.32
2.36,165.57
2.36,166.83
2.36,168.08
2.36,169.34
2.36,170.59
2.36,171.85
2.36,173.1
2.36,174.36
2.36,175.61
2.36,176.86
2.36,178.12
2.36,179.37
2.36,180.63
2.36,181.88
2.36,183.14
2.36,184.39
2.36,185.64
2.36,186.9
2.36,188.15
2.36,189.41
2.36,190.66
2.36,191.92
2.36,193.17
2.36,194.43
2.36,195.68
2.36,196.93
2.36,198.19
2.36,199.44
2.36,200.7
2.36,201.95
2.36,203.21
2.36,204.46
2.36,205.71
2.36,206.97
2.36,208.22
2.36,209.48
2.36,210.73
2.36,211.99
2.36,213.24
2.36,214.49
2.36,215.75
2.36,217.0
2.36,218.26
2.36,219.51
2.36,220.77
2.36,222.02
2.36,223.28
2.36,224.53
2.36,225.78
2.36,227.04
2.36,228.29
2.36,229.55
2.36,230.8
2.36,232.06
2.36,233.31
2.36,234.56
2.36,235.82
2.36,237.07
2.36,238.33
2.36,239.58
2.36,240.84
2.36,242.09
2.36,243.34
2.36,244.6
2.36,245.85
2.36,247.11
2.36,248.36
2.36,249.62
2.36,250.87
2.36,252.13
2.36,253.38
2.36,254.63
2.36,255.89
2.36,257.14
2.36,258.4
2.36,259.65
2.36,260.91
2.36,262.16
2.36,263.41
2.36,264.67
2.36,265.92
2.36,267.18
2.36,268.43
2.36,269.69
2.36,270.94
2.36,272.2
2.36,273.45
2.36,274.7
2.36,275.96
2.36,277.21
2.36,278.47
2.36,279.72
2.36,280.98
2.36,282.23
2.36,283.48
2.36,284.74
2.36,285.99
2.36,287.25
2.36,288.5
2.36,289.76
2.36,291.01
2.36,292.26
2.36,293.52
2.36,294.77
2.36,296.03
2.36,297.28
2.36,298.54
2.36,299.79
2.36,301.05
2.36,302.3
2.36,303.55
2.36,304.81
2.36,306.06
2.36,307.32
2.36,308.57
2.36,309.83
2.36,311.08
2.36,312.33
2.36,313.59
2.36,314.84
2.36,316.1
2.36,317.35
2.36,318.61
2.36,319.86
2.36,321.11
2.36,322.37
2.36,323.62
2.36,324.88
2.36,326.13
2.36,327.39
2.36,328.64
2.36,329.9
2.36,331.15
2.36,332.4
2.36,333.66
2.36,334.91
2.36,336.17
2.36,337.42
2.36,338.68
2.36,339.93
2.36,341.18
2.36,342.44
2.36,343.69
2.36,344.95
2.36,346.2
2.36,347.46
2.36,348.71
2.36,349.97
2.36,351.22
2.36,352.47
2.36,353.73
2.36,354.98
2.36,356.24
2.36,357.49
2.36,358.75
2.36,360.0
3.3,0.0
3.3,1.25
3.3,2.51
3.3,3.76
3.3,5.02
3.3,6.27
3.3,7.53
3.3,8.78
3.3,10.03
3.3,11.29
3.3,12.54
3.3,13.8
3.3,15.05
3.3,16.31
3.3,17.56
3.3,18.82
3.3,20.07
3.3,21.32
3.3,22.58
3.3,23.83
3.3,25.09
3.3,26.34
3.3,27.6
3.3,28.85
3.3,30.1
3.3,31.36
3.3,32.61
3.3,33.87
3.3,35.12
3.3,36.38
3.3,37.63
3.3,38.89
3.3,40.14
3.3,41.39
3.3,42.65
3.3,43.9
3.3,45.16
3.3,46.41
3.3,47.67
3.3,48.92
3.3,50.17
3.3,51.43
3.3,52.68
3.3,53.94
3.3,55.19
3.3,56.45
3.3,57.7
3.3,58.95
3.3,60.21
3.3,61.46
3.3,62.72
3.3,63.97
3.3,65.23
3.3,66.48
3.3,67.74
3.3,68.99
3.3,70.24
3.3,71.5
3.3,72.75
3.3,74.01
3.3,75.26
3.3,76.52
3.3,77.77
3.3,79.02
3.3,80.28
3.3,81.53
3.3,82.79
3.3,84.04
3.3,85.3
3.3,86.55
3.3,87.8
3.3,89.06
3.3,90.31
3.3,91.57
3.3,92.82
3.3,94.08
3.3,95.33
3.3,96.59
3.3,97.84
3.3,99.09
3.3,100.35
3.3,101.6
3.3,102.86
3.3,104.11
3.3,105.37
3.3,106.62
3.3,107.87
3.3,109.13
3.3,110.38
3.3,111.64
3.3,112.89
3.3,114.15
3.3,115.4
3.3,116.66
3.3,117.91
3.3,119.16
3.3,120.42
3.3,121.67
3.3,122.93
3.3,124.18
3.3,125.44
3.3,126.69
3.3,127.94
3.3,129.2
3.3,130.45
3.3,131.71
3.3,132.96
3.3,134.22
3.3,135.47
3.3,136.72
3.3,137.98
3.3,139.23
3.3,140.49
3.3,141.74
3.3,143.0
3.3,144.25
3.3,145.51
3.3,146.76
3.3,148.01
3.3,149.27
3.3,150.52
3.3,151.78
3.3,153.03
3.3,154.29
3.3,155.54
3.3,156.79
3.3,158.05
3.3,159.3
3.3,160.56
3.3,161.81
3.3,163.07
3.3,164.32
3.3,165.57
3.3,166.83
3.3,168.08
3.3,169.34
3.3,170.59
3.3,171.85
3.3,173.1
3.3,174.36
3.3,175.61
3.3,176.86
3.3,178.12
3.3,179.37
3.3,180.63
3.3,181.88
3.3,183.14
3.3,184.39
3.3,185.64
3.3,186.9
3.3,188.15
3.3,189.41
3.3,190.66
3.3,191.92
3.3,193.17
3.3,194.43
3.3,195.68
3.3,196.93
3.3,198.19
3.3,199.44
3.3,200.7
3.3,201.95
3.3,203.21
3.3,204.46
3.3,205.71
3.3,206.97
3.3,208.22
3.3,209.48
3.3,210.73
3.3,211.99
3.3,213.24
3.3,214.49
3.3,215.75
3.3,217.0
3.3,218.26
3.3,219.51
3.3,220.77
3.3,222.02
3.3,223.28
3.3,224.53
3.3,225.78
3.3,227.04
3.3,228.29
3.3,229.55
3.3,230.8
3.3,232.06
3.3,233.31
3.3,234.56
3.3,235.82
3.3,237.07
3.3,238.33
3.3,239.58
3.3,240.84
3.3,242.09
3.3,243.34
3.3,244.6
3.3,245.85
3.3,247.11
3.3,248.36
3.3,249.62
3.3,250.87
3.3,252.13
3.3,253.38
3.3,254.63
3.3,255.89
3.3,257.14
3.3,258.4
3.3,259.65
3.3,260.91
3.3,262.16
3.3,263.41
3.3,264.67
3.3,265.92
3.3,267.18
3.3,268.43
3.3,269.69
3.3,270.94
3.3,272.2
3.3,273.45
3.3,274.7
3.3,275.96
3.3,277.21
3.3,278.47
3.3,279.72
3.3,280.98
3.3,282.23
3.3,283.48
3.3,284.74
3.3,285.99
3.3,287.25
3.3,288.5
3.3,289.76
3.3,291.01
3.3,292.26
3.3,293.52
3.3,294.77
3.3,296.03
3.3,297.28
3.3,298.54
3.3,299.79
3.3,301.05
3.3,302.3
3.3,303.55
3.3,304.81
3.3,306.06
3.3,307.32
3.3,308.57
3.3,309.83
3.3,311.08
3.3,312.33
3.3,313.59
3.3,314.84
3.3,316.1
3.3,317.35
3.3,318.61
3.3,319.86
3.3,321.11
3.3,322.37
3.3,323.62
3.3,324.88
3.3,326.13
3.3,327.39
3.3,328.64
3.3,329.9
3.3,331.15
3.3,332.4
3.3,333.66
3.3,334.91
3.3,336.17
3.3,337.42
3.3,338.68
3.3,339.93
3.3,341.18
3.3,342.44
3.3,343.69
3.3,344.95
3.3,346.2
3.3,347.46
3.3,348.71
3.3,349.97
3.3,351.22
3.3,352.47
3.3,353.73
3.3,354.98
3.3,356.24
3.3,357.49
3.3,358.75
3.3,360.0
4.24,0.0
4.24,1.25
4.24,2.51
4.24,3.76
4.24,5.02
4.24,6.27
4.24,7.53
4.24,8.78
4.24,10.03
4.24,11.29
4.24,12.54
4.24,13.8
4.24,15.05
4.24,16.31
4.24,17.56
4.24,18.82
4.24,20.07
4.24,21.32
4.24,22.58
4.24,23.83
4.24,25.09
4.24,26.34
4.24,27.6
4.24,28.85
4.24,30.1
4.24,31.36
4.24,32.61
4.24,33.87
4.24,35.12
4.24,36.38
4.24,37.63
4.24,38.89
4.24,40.14
4.24,41.39
4.24,42.65
4.24,43.9
4.24,45.16
4.24,46.41
4.24,47.67
4.24,48.92
4.24,50.17
4.24,51.43
4.24,52.68
4.24,53.94
4.24,55.19
4.24,56.45
4.24,57.7
4.24,58.95
4.24,60.21
4.24,61.46
4.24,62.72
4.24,63.97
4.24,65.23
4.24,66.48
4.24,67.74
4.24,68.99
4.24,70.24
4.24,71.5
4.24,72.75
4.24,74.01
4.24,75.26
4.24,76.52
4.24,77.77
4.24,79.02
4.24,80.28
4.24,81.53
4.24,82.79
4.24,84.04
4.24,85.3
4.24,86.55
4.24,87.8
4.24,89.06
4.24,90.31
4.24,91.57
4.24,92.82
4.24,94.08
4.24,95.33
4.24,96.59
4.24,97.84
4.24,99.09
4.24,100.35
4.24,101.6
4.24,102.86
4.24,104.11
4.24,105.37
4.24,106.62
4.24,107.87
4.24,109.13
4.24,110.38
4.24,111.64
4.24,112.89
4.24,114.15
4.24,115.4
4.24,116.66
4.24,117.91
4.24,119.16
4.24,120.42
4.24,121.67
4.24,122.93
4.24,124.18
4.24,125.44
4.24,126.69
4.24,127.94
4.24,129.2
4.24,130.45
4.24,131.71
4.24,132.96
4.24,134.22
4.24,135.47
4.24,136.72
4.24,137.98
4.24,139.23
4.24,140.49
4.24,141.74
4.24,143.0
4.24,144.25
4.24,145.51
4.24,146.76
4.24,148.01
4.24,149.27
4.24,150.52
4.24,151.78
4.24,153.03
4.24,154.29
4.24,155.54
4.24,156.79
4.24,158.05
4.24,159.3
4.24,160.56
4.24,161.81
4.24,163.07
4.24,164.32
4.24,165.57
4.24,166.83
4.24,168.08
4.24,169.34
4.24,170.59
4.24,171.85
4.24,173.1
4.24,174.36
4.24,175.61
4.24,176.86
4.24,178.12
4.24,179.37
4.24,180.63
4.24,181.88
4.24,183.14
4.24,184.39
4.24,185.64
4.24,186.9
4.24,188.15
4.24,189.41
4.24,190.66
4.24,191.92
4.24,193.17
4.24,194.43
4.24,195.68
4.24,196.93
4.24,198.19
4.24,199.44
4.24,200.7
4.24,201.95
4.24,203.21
4.24,204.46
4.24,205.71
4.24,206.97
4.24,208.22
4.24,209.48
4.24,210.73
4.24,211.99
4.24,213.24
4.24,214.49
4.24,215.75
4.24,217.0
4.24,218.26
4.24,219.51
4.24,220.77
4.24,222.02
4.24,223.28
4.24,224.53
4.24,225.78
4.24,227.04
4.24,228.29
4.24,229.55
4.24,230.8
4.24,232.06
4.24,233.31
4.24,234.56
4.24,235.82
4.24,237.07
4.24,238.33
4.24,239.58
4.24,240.84
4.24,242.09
4.24,243.34
4.24,244.6
4.24,245.85
4.24,247.11
4.24,248.36
4.24,249.62
4.24,250.87
4.24,252.13
4.24,253.38
4.24,254.63
4.24,255.89
4.24,257.14
4.24,258.4
4.24,259.65
4.24,260.91
4.24,262.16
4.24,263.41
4.24,264.67
4.24,265.92
4.24,267.18
4.24,268.43
4.24,269.69
4.24,270.94
4.24,272.2
4.24,273.45
4.24,274.7
4.24,275.96
4.24,277.21
4.24,278.47
4.24,279.72
4.24,280.98
4.24,282.23
4.24,283.48
4.24,284.74
4.24,285.99
4.24,287.25
4.24,288.5
4.24,289.76
4.24,291.01
4.24,292.26
4.24,293.52
4.24,294.77
4.24,296.03
4.24,297.28
4.24,298.54
4.24,299.79
4.24,301.05
4.24,302.3
4.24,303.55
4.24,304.81
4.24,306.06
4.24,307.32
4.24,308.57
4.24,309.83
4.24,311.08
4.24,312.33
4.24,313.59
4.24,314.84
4.24,316.1
4.24,317.35
4.24,318.61
4.24,319.86
4.24,321.11
4.24,322.37
4.24,323.62
4.24,324.88
4.24,326.13
4.24,327.39
4.24,328.64
4.24,329.9
4.24,331.15
4.24,332.4
4.24,333.66
4.24,334.91
4.24,336.17
4.24,337.42
4.24,338.68
4.24,339.93
4.24,341.18
4.24,342.44
4.24,343.69
4.24,344.95
4.24,346.2
4.24,347.46
4.24,348.71
4.24,349.97
4.24,351.22
4.24,352.47
4.24,353.73
4.24,354.98
4.24,356.24
4.24,357.49
4.24,358.75
4.24,360.0
5.18,0.0
5.18,1.25
5.18,2.51
5.18,3.76
5.18,5.02
5.18,6.27
5.18,7.53
5.18,8.78
5.18,10.03
5.18,11.29
5.18,12.54
5.18,13.8
5.18,15.05
5.18,16.31
5.18,17.56
5.18,18.82
5.18,20.07
5.18,21.32
5.18,22.58
5.18,23.83
5.18,25.09
5.18,26.34
5.18,27.6
5.18,28.85
5.18,30.1
5.18,31.36
5.18,32.61
5.18,33.87
5.18,35.12
5.18,36.38
5.18,37.63
5.18,38.89
5.18,40.14
5.18,41.39
5.18,42.65
5.18,43.9
5.18,45.16
5.18,46.41
5.18,47.67
5.18,48.92
5.18,50.17
5.18,51.43
5.18,52.68
5.18,53.94
5.18,55.19
5.18,56.45
5.18,57.7
5.18,58.95
5.18,60.21
5.18,61.46
5.18,62.72
5.18,63.97
5.18,65.23
5.18,66.48
5.18,67.74
5.18,68.99
5.18,70.24
5.18,71.5
5.18,72.75
5.18,74.01
5.18,75.26
5.18,76.52
5.18,77.77
5.18,79.02
5.18,80.28
5.18,81.53
5.18,82.79
5.18,84.04
5.18,85.3
5.18,86.55
5.18,87.8
5.18,89.06
5.18,90.31
5.18,91.57
5.18,92.82
5.18,94.08
5.18,95.33
5.18,96.59
5.18,97.84
5.18,99.09
5.18,100.35
5.18,101.6
5.18,102.86
5.18,104.11
5.18,105.37
5.18,106.62
5.18,107.87
5.18,109.13
5.18,110.38
5.18,111.64
5.18,112.89
5.18,114.15
5.18,115.4
5.18,116.66
5.18,117.91
5.18,119.16
5.18,120.42
5.18,121.67
5.18,122.93
5.18,124.18
5.18,125.44
5.18,126.69
5.18,127.94
5.18,129.2
5.18,130.45
5.18,131.71
5.18,132.96
5.18,134.22
5.18,135.47
5.18,136.72
5.18,137.98
5.18,139.23
5.18,140.49
5.18,141.74
5.18,143.0
5.18,144.25
5.18,145.51
5.18,146.76
5.18,148.01
5.18,149.27
5.18,150.52
5.18,151.78
5.18,153.03
5.18,154.29
5.18,155.54
5.18,156.79
5.18,158.05
5.18,159.3
5.18,160.56
5.18,161.81
5.18,163.07
5.18,164.32
5.18,165.57
5.18,166.83
5.18,168.08
5.18,169.34
5.18,170.59
5.18,171.85
5.18,173.1
5.18,174.36
5.18,175.61
5.18,176.86
5.18,178.12
5.18,179.37
5.18,180.63
5.18,181.88
5.18,183.14
5.18,184.39
5.18,185.64
5.18,186.9
5.18,188.15
5.18,189.41
5.18,190.66
5.18,191.92
5.18,193.17
5.18,194.43
5.18,195.68
5.18,196.93
5.18,198.19
5.18,199.44
5.18,200.7
5.18,201.95
5.18,203.21
5.18,204.46
5.18,205.71
5.18,206.97
5.18,208.22
5.18,209.48
5.18,210.73
5.18,211.99
5.18,213.24
5.18,214.49
5.18,215.75
5.18,217.0
5.18,218.26
5.18,219.51
5.18,220.77
5.18,222.02
5.18,223.28
5.18,224.53
5.18,225.78
5.18,227.04
5.18,228.29
5.18,229.55
5.18,230.8
5.18,232.06
5.18,233.31
5.18,234.56
5.18,235.82
5.18,237.07
5.18,238.33
5.18,239.58
5.18,240.84
5.18,242.09
5.18,243.34
5.18,244.6
5.18,245.85
5.18,247.11
5.18,248.36
5.18,249.62
5.18,250.87
5.18,252.13
5.18,253.38
5.18,254.63
5.18,255.89
5.18,257.14
5.18,258.4
5.18,259.65
5.18,260.91
5.18,262.16
5.18,263.41
5.18,264.67
5.18,265.92
5.18,267.18
5.18,268.43
5.18,269.69
5.18,270.94
5.18,272.2
5.18,273.45
5.18,274.7
5.18,275.96
5.18,277.21
5.18,278.47
5.18,279.72
5.18,280.98
5.18,282.23
5.18,283.48
5.18,284.74
5.18,285.99
5.18,287.25
5.18,288.5
5.18,289.76
5.18,291.01
5.18,292.26
5.18,293.52
5.18,294.77
5.18,296.03
5.18,297.28
5.18,298.54
5.18,299.79
5.18,301.05
5.18,302.3
5.18,303.55
5.18,304.81
5.18,306.06
5.18,307.32
5.18,308.57
5.18,309.83
5.18,311.08
5.18,312.33
5.18,313.59
5.18,314.84
5.18,316.1
5.18,317.35
5.18,318.61
5.18,319.86
5.18,321.11
5.18,322.37
5.18,323.62
5.18,324.88
5.18,326.13
5.18,327.39
5.18,328.64
5.18,329.9
5.18,331.15
5.18,332.4
5.18,333.66
5.18,334.91
5.18,336.17
5.18,337.42
5.18,338.68
5.18,339.93
5.18,341.18
5.18,342.44
5.18,343.69
5.18,344.95
5.18,346.2
5.18,347.46
5.18,348.71
5.18,349.97
5.18,351.22
5.18,352.47
5.18,353.73
5.18,354.98
5.18,356.24
5.18,357.49
5.18,358.75
5.18,360.0
6.13,0.0
6.13,1.25
6.13,2.51
6.13,3.76
6.13,5.02
6.13,6.27
6.13,7.53
6.13,8.78
6.13,10.03
6.13,11.29
6.13,12.54
6.13,13.8
6.13,15.05
6.13,16.31
6.13,17.56
6.13,18.82
6.13,20.07
6.13,21.32
6.13,22.58
6.13,23.83
6.13,25.09
6.13,26.34
6.13,27.6
6.13,28.85
6.13,30.1
6.13,31.36
6.13,32.61
6.13,33.87
6.13,35.12
6.13,36.38
6.13,37.63
6.13,38.89
6.13,40.14
6.13,41.39
6.13,42.65
6.13,43.9
6.13,45.16
6.13,46.41
6.13,47.67
6.13,48.92
6.13,50.17
6.13,51.43
6.13,52.68
6.13,53.94
6.13,55.19
6.13,56.45
6.13,57.7
6.13,58.95
6.13,60.21
6.13,61.46
6.13,62.72
6.13,63.97
6.13,65.23
6.13,66.48
6.13,67.74
6.13,68.99
6.13,70.24
6.13,71.5
6.13,72.75
6.13,74.01
6.13,75.26
6.13,76.52
6.13,77.77
6.13,79.02
6.13,80.28
6.13,81.53
6.13,82.79
6.13,84.04
6.13,85.3
6.13,86.55
6.13,87.8
6.13,89.06
6.13,90.31
6.13,91.57
6.13,92.82
6.13,94.08
6.13,95.33
6.13,96.59
6.13,97.84
6.13,99.09
6.13,100.35
6.13,101.6
6.13,102.86
6.13,104.11
6.13,105.37
6.13,106.62
6.13,107.87
6.13,109.13
6.13,110.38
6.13,111.64
6.13,112.89
6.13,114.15
6.13,115.4
6.13,116.66
6.13,117.91
6.13,119.16
6.13,120.42
6.13,121.67
6.13,122.93
6.13,124.18
6.13,125.44
6.13,126.69
6.13,127.94
6.13,129.2
6.13,130.45
6.13,131.71
6.13,132.96
6.13,134.22
6.13,135.47
6.13,136.72
